dataset,setting,method,seed,split,metric,value,source
AB,hf100_lfx10,HF-only,311,test,nlpd_cal,-2.7889877240648335,result_out/final_runs/original/ab/hf100_lfx10/seed_311/ba0r311/report.json
AB,hf100_lfx10,AR1/co-kriging,311,test,nlpd_cal,-2.789725728759491,result_out/final_runs/original/ab/hf100_lfx10/seed_311/ba0r311/report.json
AB,hf100_lfx10,Neural-GP MF (ours),311,test,nlpd_cal,-3.1572391192861673,result_out/final_runs/original/ab/hf100_lfx10/seed_311/ba0r311/report.json
AB,hf100_lfx10,HF-only,355,test,target_rmse,0.01693454571068287,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,AR1/co-kriging,355,test,target_rmse,0.016011465340852737,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,Neural-GP MF (ours),355,test,target_rmse,0.01329442672431469,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,HF-only,355,test,y_rmse,0.01693454571068287,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,AR1/co-kriging,355,test,y_rmse,0.016011465340852737,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,Neural-GP MF (ours),355,test,y_rmse,0.01329442672431469,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,HF-only,355,val,r2,0.9676288882081433,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,AR1/co-kriging,355,val,r2,0.9814889952021385,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,Neural-GP MF (ours),355,val,r2,0.98743520236859,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,HF-only,355,test,r2,0.979858280820675,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,AR1/co-kriging,355,test,r2,0.9819942338652937,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,Neural-GP MF (ours),355,test,r2,0.9875866625013451,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,HF-only,355,val,nll_raw,-2.6239023169060327,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,AR1/co-kriging,355,val,nll_raw,-2.7271701973833755,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,Neural-GP MF (ours),355,val,nll_raw,-3.095321942455022,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,HF-only,355,val,nll_cal,-2.6239023169060327,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,AR1/co-kriging,355,val,nll_cal,-2.7271701973833755,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,Neural-GP MF (ours),355,val,nll_cal,-3.095321942455022,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,HF-only,355,test,nll_raw,-2.7820260526214247,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,AR1/co-kriging,355,test,nll_raw,-2.795318303580412,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,Neural-GP MF (ours),355,test,nll_raw,-3.173231707093125,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,HF-only,355,test,nll_cal,-2.7820260526214247,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,AR1/co-kriging,355,test,nll_cal,-2.795318303580412,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,Neural-GP MF (ours),355,test,nll_cal,-3.173231707093125,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,HF-only,355,val,nlpd_raw,-2.6239023169060327,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,AR1/co-kriging,355,val,nlpd_raw,-2.7271701973833755,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,Neural-GP MF (ours),355,val,nlpd_raw,-3.095321942455022,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,HF-only,355,val,nlpd_cal,-2.6239023169060327,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,AR1/co-kriging,355,val,nlpd_cal,-2.7271701973833755,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,Neural-GP MF (ours),355,val,nlpd_cal,-3.095321942455022,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,HF-only,355,test,nlpd_raw,-2.7820260526214247,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,AR1/co-kriging,355,test,nlpd_raw,-2.795318303580412,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,Neural-GP MF (ours),355,test,nlpd_raw,-3.173231707093125,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,HF-only,355,test,nlpd_cal,-2.7820260526214247,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,AR1/co-kriging,355,test,nlpd_cal,-2.795318303580412,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,Neural-GP MF (ours),355,test,nlpd_cal,-3.173231707093125,result_out/final_runs/original/ab/hf100_lfx10/seed_355/ba0r355/report.json
AB,hf100_lfx10,HF-only,240,test,target_rmse,0.016802063211798668,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,AR1/co-kriging,240,test,target_rmse,0.016148516908288002,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,Neural-GP MF (ours),240,test,target_rmse,0.012627298012375832,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,HF-only,240,test,y_rmse,0.016802063211798668,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,AR1/co-kriging,240,test,y_rmse,0.016148516908288002,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,Neural-GP MF (ours),240,test,y_rmse,0.012627298012375832,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,HF-only,240,val,r2,0.9678879869180299,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,AR1/co-kriging,240,val,r2,0.9815455961982529,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,Neural-GP MF (ours),240,val,r2,0.9902598640343254,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,HF-only,240,test,r2,0.9801721960033442,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,AR1/co-kriging,240,test,r2,0.9816846712068389,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,Neural-GP MF (ours),240,test,r2,0.9888012311748534,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,HF-only,240,val,nll_raw,-2.6251811280918047,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,AR1/co-kriging,240,val,nll_raw,-2.7266721551977406,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,Neural-GP MF (ours),240,val,nll_raw,-3.1523730140230932,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,HF-only,240,val,nll_cal,-2.6251811280918047,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,AR1/co-kriging,240,val,nll_cal,-2.7266721551977406,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,Neural-GP MF (ours),240,val,nll_cal,-3.1523730140230932,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,HF-only,240,test,nll_raw,-2.789545760990598,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,AR1/co-kriging,240,test,nll_raw,-2.7926910555045246,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,Neural-GP MF (ours),240,test,nll_raw,-3.213476705280529,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,HF-only,240,test,nll_cal,-2.789545760990598,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,AR1/co-kriging,240,test,nll_cal,-2.7926910555045246,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,Neural-GP MF (ours),240,test,nll_cal,-3.213476705280529,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,HF-only,240,val,nlpd_raw,-2.6251811280918047,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,AR1/co-kriging,240,val,nlpd_raw,-2.7266721551977406,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,Neural-GP MF (ours),240,val,nlpd_raw,-3.1523730140230932,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,HF-only,240,val,nlpd_cal,-2.6251811280918047,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,AR1/co-kriging,240,val,nlpd_cal,-2.7266721551977406,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,Neural-GP MF (ours),240,val,nlpd_cal,-3.1523730140230932,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,HF-only,240,test,nlpd_raw,-2.789545760990598,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,AR1/co-kriging,240,test,nlpd_raw,-2.7926910555045246,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,Neural-GP MF (ours),240,test,nlpd_raw,-3.213476705280529,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,HF-only,240,test,nlpd_cal,-2.789545760990598,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,AR1/co-kriging,240,test,nlpd_cal,-2.7926910555045246,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,Neural-GP MF (ours),240,test,nlpd_cal,-3.213476705280529,result_out/final_runs/original/ab/hf100_lfx10/seed_240/ba0r240/report.json
AB,hf100_lfx10,HF-only,220,test,target_rmse,0.016937891021370888,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,AR1/co-kriging,220,test,target_rmse,0.016020789742469788,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,Neural-GP MF (ours),220,test,target_rmse,0.012894634157419205,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,HF-only,220,test,y_rmse,0.016937891021370888,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,AR1/co-kriging,220,test,y_rmse,0.016020789742469788,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,Neural-GP MF (ours),220,test,y_rmse,0.012894634157419205,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,HF-only,220,val,r2,0.9680400002734756,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,AR1/co-kriging,220,val,r2,0.9813642340663655,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,Neural-GP MF (ours),220,val,r2,0.9883403517296037,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,HF-only,220,test,r2,0.97985032308027,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,AR1/co-kriging,220,test,r2,0.9819732589853866,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,Neural-GP MF (ours),220,test,r2,0.9883220273910096,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,HF-only,220,val,nll_raw,-2.6293641995037516,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,AR1/co-kriging,220,val,nll_raw,-2.7280659957922166,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,Neural-GP MF (ours),220,val,nll_raw,-3.1237503978646832,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,HF-only,220,val,nll_cal,-2.6293641995037516,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,AR1/co-kriging,220,val,nll_cal,-2.7280659957922166,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,Neural-GP MF (ours),220,val,nll_cal,-3.1237503978646832,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,HF-only,220,test,nll_raw,-2.790258259503128,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,AR1/co-kriging,220,test,nll_raw,-2.7962085401729593,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,Neural-GP MF (ours),220,test,nll_raw,-3.1786252214707567,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,HF-only,220,test,nll_cal,-2.790258259503128,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,AR1/co-kriging,220,test,nll_cal,-2.7962085401729593,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,Neural-GP MF (ours),220,test,nll_cal,-3.1786252214707567,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,HF-only,220,val,nlpd_raw,-2.6293641995037516,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,AR1/co-kriging,220,val,nlpd_raw,-2.7280659957922166,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,Neural-GP MF (ours),220,val,nlpd_raw,-3.1237503978646832,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,HF-only,220,val,nlpd_cal,-2.6293641995037516,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,AR1/co-kriging,220,val,nlpd_cal,-2.7280659957922166,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,Neural-GP MF (ours),220,val,nlpd_cal,-3.1237503978646832,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,HF-only,220,test,nlpd_raw,-2.790258259503128,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,AR1/co-kriging,220,test,nlpd_raw,-2.7962085401729593,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,Neural-GP MF (ours),220,test,nlpd_raw,-3.1786252214707567,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,HF-only,220,test,nlpd_cal,-2.790258259503128,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,AR1/co-kriging,220,test,nlpd_cal,-2.7962085401729593,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,Neural-GP MF (ours),220,test,nlpd_cal,-3.1786252214707567,result_out/final_runs/original/ab/hf100_lfx10/seed_220/ba0r220/report.json
AB,hf100_lfx10,HF-only,322,test,target_rmse,0.01693984866142273,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,AR1/co-kriging,322,test,target_rmse,0.016016535460948944,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,Neural-GP MF (ours),322,test,target_rmse,0.014180219732224941,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,HF-only,322,test,y_rmse,0.01693984866142273,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,AR1/co-kriging,322,test,y_rmse,0.016016535460948944,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,Neural-GP MF (ours),322,test,y_rmse,0.014180219732224941,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,HF-only,322,val,r2,0.9679291034462564,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,AR1/co-kriging,322,val,r2,0.9810960611270106,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,Neural-GP MF (ours),322,val,r2,0.9891849385131989,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,HF-only,322,test,r2,0.9798456634602379,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,AR1/co-kriging,322,test,r2,0.981982827836306,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,Neural-GP MF (ours),322,test,r2,0.9858773773033671,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,HF-only,322,val,nll_raw,-2.6307439290797476,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,AR1/co-kriging,322,val,nll_raw,-2.7218095243868845,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,Neural-GP MF (ours),322,val,nll_raw,-3.128783356532545,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,HF-only,322,val,nll_cal,-2.6307439290797476,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,AR1/co-kriging,322,val,nll_cal,-2.7218095243868845,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,Neural-GP MF (ours),322,val,nll_cal,-3.128783356532545,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,HF-only,322,test,nll_raw,-2.7917374650373024,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,AR1/co-kriging,322,test,nll_raw,-2.794992499816018,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,Neural-GP MF (ours),322,test,nll_raw,-3.121910140782312,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,HF-only,322,test,nll_cal,-2.7917374650373024,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,AR1/co-kriging,322,test,nll_cal,-2.794992499816018,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,Neural-GP MF (ours),322,test,nll_cal,-3.121910140782312,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,HF-only,322,val,nlpd_raw,-2.6307439290797476,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,AR1/co-kriging,322,val,nlpd_raw,-2.7218095243868845,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,Neural-GP MF (ours),322,val,nlpd_raw,-3.128783356532545,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,HF-only,322,val,nlpd_cal,-2.6307439290797476,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,AR1/co-kriging,322,val,nlpd_cal,-2.7218095243868845,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,Neural-GP MF (ours),322,val,nlpd_cal,-3.128783356532545,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,HF-only,322,test,nlpd_raw,-2.7917374650373024,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,AR1/co-kriging,322,test,nlpd_raw,-2.794992499816018,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
AB,hf100_lfx10,Neural-GP MF (ours),322,test,nlpd_raw,-3.121910140782312,result_out/final_runs/original/ab/hf100_lfx10/seed_322/ba0r322/report.json
