dataset,setting,method,seed,split,metric,value,source
TM,hf400_lfx10,HF-only,344,test,nll_raw,-2.2019136659944465,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,AR1/co-kriging,344,test,nll_raw,-2.3369084591947744,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,Neural-GP MF (ours),344,test,nll_raw,-2.9712528381378585,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,HF-only,344,test,nll_cal,-2.2019136659944465,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,AR1/co-kriging,344,test,nll_cal,-2.3369084591947744,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,Neural-GP MF (ours),344,test,nll_cal,-2.9712528381378585,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,HF-only,344,val,nlpd_raw,-2.3602659104096455,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,AR1/co-kriging,344,val,nlpd_raw,-2.438788830954225,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,Neural-GP MF (ours),344,val,nlpd_raw,-3.0289973020320162,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,HF-only,344,val,nlpd_cal,-2.3602659104096455,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,AR1/co-kriging,344,val,nlpd_cal,-2.438788830954225,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,Neural-GP MF (ours),344,val,nlpd_cal,-3.0289973020320162,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,HF-only,344,test,nlpd_raw,-2.2019136659944465,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,AR1/co-kriging,344,test,nlpd_raw,-2.3369084591947744,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,Neural-GP MF (ours),344,test,nlpd_raw,-2.9712528381378585,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,HF-only,344,test,nlpd_cal,-2.2019136659944465,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,AR1/co-kriging,344,test,nlpd_cal,-2.3369084591947744,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,Neural-GP MF (ours),344,test,nlpd_cal,-2.9712528381378585,result_out/final_runs/original/tm/hf400_lfx10/seed_344/bl0r344/report.json
TM,hf400_lfx10,HF-only,333,test,target_rmse,0.026853792369365692,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,AR1/co-kriging,333,test,target_rmse,0.020836401730775833,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,Neural-GP MF (ours),333,test,target_rmse,0.012827642261981964,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,HF-only,333,test,y_rmse,0.026853792369365692,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,AR1/co-kriging,333,test,y_rmse,0.020836401730775833,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,Neural-GP MF (ours),333,test,y_rmse,0.012827642261981964,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,HF-only,333,val,r2,0.9857074209058452,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,AR1/co-kriging,333,val,r2,0.9909286295390785,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,Neural-GP MF (ours),333,val,r2,0.9954516669874699,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,HF-only,333,test,r2,0.9765809621932341,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,AR1/co-kriging,333,test,r2,0.9859005153543643,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,Neural-GP MF (ours),333,test,r2,0.9946561839239456,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,HF-only,333,val,nll_raw,-2.358372757753233,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,AR1/co-kriging,333,val,nll_raw,-2.436222949179154,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,Neural-GP MF (ours),333,val,nll_raw,-3.0126598306864705,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,HF-only,333,val,nll_cal,-2.358372757753233,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,AR1/co-kriging,333,val,nll_cal,-2.436222949179154,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,Neural-GP MF (ours),333,val,nll_cal,-3.0126598306864705,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,HF-only,333,test,nll_raw,-2.2008661178275024,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,AR1/co-kriging,333,test,nll_raw,-2.3443805735569363,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,Neural-GP MF (ours),333,test,nll_raw,-2.9418501889526327,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,HF-only,333,test,nll_cal,-2.2008661178275024,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,AR1/co-kriging,333,test,nll_cal,-2.3443805735569363,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,Neural-GP MF (ours),333,test,nll_cal,-2.9418501889526327,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,HF-only,333,val,nlpd_raw,-2.358372757753233,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,AR1/co-kriging,333,val,nlpd_raw,-2.436222949179154,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,Neural-GP MF (ours),333,val,nlpd_raw,-3.0126598306864705,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,HF-only,333,val,nlpd_cal,-2.358372757753233,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,AR1/co-kriging,333,val,nlpd_cal,-2.436222949179154,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,Neural-GP MF (ours),333,val,nlpd_cal,-3.0126598306864705,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,HF-only,333,test,nlpd_raw,-2.2008661178275024,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,AR1/co-kriging,333,test,nlpd_raw,-2.3443805735569363,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,Neural-GP MF (ours),333,test,nlpd_raw,-2.9418501889526327,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,HF-only,333,test,nlpd_cal,-2.2008661178275024,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,AR1/co-kriging,333,test,nlpd_cal,-2.3443805735569363,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,Neural-GP MF (ours),333,test,nlpd_cal,-2.9418501889526327,result_out/final_runs/original/tm/hf400_lfx10/seed_333/bl0r333/report.json
TM,hf400_lfx10,HF-only,311,test,target_rmse,0.027035033330321312,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,AR1/co-kriging,311,test,target_rmse,0.0210003312677145,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,Neural-GP MF (ours),311,test,target_rmse,0.012696713209152222,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,HF-only,311,test,y_rmse,0.027035033330321312,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,AR1/co-kriging,311,test,y_rmse,0.0210003312677145,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,Neural-GP MF (ours),311,test,y_rmse,0.012696713209152222,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,HF-only,311,val,r2,0.9856137627760768,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,AR1/co-kriging,311,val,r2,0.990918641971623,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,Neural-GP MF (ours),311,val,r2,0.9957686427271022,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,HF-only,311,test,r2,0.9762637749365751,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,AR1/co-kriging,311,test,r2,0.9856777877556104,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,Neural-GP MF (ours),311,test,r2,0.9947647140514322,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,HF-only,311,val,nll_raw,-2.3589209349647744,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,AR1/co-kriging,311,val,nll_raw,-2.43737418776291,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,Neural-GP MF (ours),311,val,nll_raw,-3.0213129033669546,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,HF-only,311,val,nll_cal,-2.3589209349647744,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,AR1/co-kriging,311,val,nll_cal,-2.43737418776291,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,Neural-GP MF (ours),311,val,nll_cal,-3.0213129033669546,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,HF-only,311,test,nll_raw,-2.194981305427142,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,AR1/co-kriging,311,test,nll_raw,-2.340379716454693,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,Neural-GP MF (ours),311,test,nll_raw,-2.935731556542195,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,HF-only,311,test,nll_cal,-2.194981305427142,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,AR1/co-kriging,311,test,nll_cal,-2.340379716454693,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,Neural-GP MF (ours),311,test,nll_cal,-2.935731556542195,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,HF-only,311,val,nlpd_raw,-2.3589209349647744,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,AR1/co-kriging,311,val,nlpd_raw,-2.43737418776291,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,Neural-GP MF (ours),311,val,nlpd_raw,-3.0213129033669546,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,HF-only,311,val,nlpd_cal,-2.3589209349647744,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,AR1/co-kriging,311,val,nlpd_cal,-2.43737418776291,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,Neural-GP MF (ours),311,val,nlpd_cal,-3.0213129033669546,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,HF-only,311,test,nlpd_raw,-2.194981305427142,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,AR1/co-kriging,311,test,nlpd_raw,-2.340379716454693,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,Neural-GP MF (ours),311,test,nlpd_raw,-2.935731556542195,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,HF-only,311,test,nlpd_cal,-2.194981305427142,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,AR1/co-kriging,311,test,nlpd_cal,-2.340379716454693,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,Neural-GP MF (ours),311,test,nlpd_cal,-2.935731556542195,result_out/final_runs/original/tm/hf400_lfx10/seed_311/bl0r311/report.json
TM,hf400_lfx10,HF-only,355,test,target_rmse,0.026983777061104774,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,AR1/co-kriging,355,test,target_rmse,0.020639367401599884,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,Neural-GP MF (ours),355,test,target_rmse,0.013505726121366024,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,HF-only,355,test,y_rmse,0.026983777061104774,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,AR1/co-kriging,355,test,y_rmse,0.020639367401599884,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,Neural-GP MF (ours),355,test,y_rmse,0.013505726121366024,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,HF-only,355,val,r2,0.9856639983727591,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,AR1/co-kriging,355,val,r2,0.990954200080815,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,Neural-GP MF (ours),355,val,r2,0.995049888400853,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,HF-only,355,test,r2,0.9763536955074515,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,AR1/co-kriging,355,test,r2,0.9861659090614796,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,Neural-GP MF (ours),355,test,r2,0.9940762917938176,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,HF-only,355,val,nll_raw,-2.359246901933237,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,AR1/co-kriging,355,val,nll_raw,-2.4366210216485333,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,Neural-GP MF (ours),355,val,nll_raw,-2.972833113077333,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,HF-only,355,val,nll_cal,-2.359246901933237,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,AR1/co-kriging,355,val,nll_cal,-2.4366210216485333,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,Neural-GP MF (ours),355,val,nll_cal,-2.972833113077333,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,HF-only,355,test,nll_raw,-2.1948431019980075,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,AR1/co-kriging,355,test,nll_raw,-2.3480671249670855,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,Neural-GP MF (ours),355,test,nll_raw,-2.8845188816152563,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,HF-only,355,test,nll_cal,-2.1948431019980075,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,AR1/co-kriging,355,test,nll_cal,-2.3480671249670855,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,Neural-GP MF (ours),355,test,nll_cal,-2.8845188816152563,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,HF-only,355,val,nlpd_raw,-2.359246901933237,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,AR1/co-kriging,355,val,nlpd_raw,-2.4366210216485333,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,Neural-GP MF (ours),355,val,nlpd_raw,-2.972833113077333,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,HF-only,355,val,nlpd_cal,-2.359246901933237,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,AR1/co-kriging,355,val,nlpd_cal,-2.4366210216485333,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,Neural-GP MF (ours),355,val,nlpd_cal,-2.972833113077333,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,HF-only,355,test,nlpd_raw,-2.1948431019980075,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,AR1/co-kriging,355,test,nlpd_raw,-2.3480671249670855,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,Neural-GP MF (ours),355,test,nlpd_raw,-2.8845188816152563,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,HF-only,355,test,nlpd_cal,-2.1948431019980075,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,AR1/co-kriging,355,test,nlpd_cal,-2.3480671249670855,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,Neural-GP MF (ours),355,test,nlpd_cal,-2.8845188816152563,result_out/final_runs/original/tm/hf400_lfx10/seed_355/bl0r355/report.json
TM,hf400_lfx10,HF-only,240,test,target_rmse,0.026859816163778305,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,AR1/co-kriging,240,test,target_rmse,0.02074296399950981,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,Neural-GP MF (ours),240,test,target_rmse,0.012629722245037556,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,HF-only,240,test,y_rmse,0.026859816163778305,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,AR1/co-kriging,240,test,y_rmse,0.02074296399950981,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,Neural-GP MF (ours),240,test,y_rmse,0.012629722245037556,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,HF-only,240,val,r2,0.9856473539403727,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,AR1/co-kriging,240,val,r2,0.9909124196924016,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,Neural-GP MF (ours),240,val,r2,0.9946598809462689,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,HF-only,240,test,r2,0.9765704551999185,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,AR1/co-kriging,240,test,r2,0.9860266864777355,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,Neural-GP MF (ours),240,test,r2,0.9948198131953865,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,HF-only,240,val,nll_raw,-2.3587680614807907,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,AR1/co-kriging,240,val,nll_raw,-2.437354159279335,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,Neural-GP MF (ours),240,val,nll_raw,-2.931147008600255,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,HF-only,240,val,nll_cal,-2.3587680614807907,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,AR1/co-kriging,240,val,nll_cal,-2.437354159279335,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,Neural-GP MF (ours),240,val,nll_cal,-2.931147008600255,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,HF-only,240,test,nll_raw,-2.2018391322740776,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,AR1/co-kriging,240,test,nll_raw,-2.3497942751099052,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,Neural-GP MF (ours),240,test,nll_raw,-2.9246840555457143,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,HF-only,240,test,nll_cal,-2.2018391322740776,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,AR1/co-kriging,240,test,nll_cal,-2.3497942751099052,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,Neural-GP MF (ours),240,test,nll_cal,-2.9246840555457143,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,HF-only,240,val,nlpd_raw,-2.3587680614807907,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,AR1/co-kriging,240,val,nlpd_raw,-2.437354159279335,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,Neural-GP MF (ours),240,val,nlpd_raw,-2.931147008600255,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,HF-only,240,val,nlpd_cal,-2.3587680614807907,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,AR1/co-kriging,240,val,nlpd_cal,-2.437354159279335,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,Neural-GP MF (ours),240,val,nlpd_cal,-2.931147008600255,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,HF-only,240,test,nlpd_raw,-2.2018391322740776,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,AR1/co-kriging,240,test,nlpd_raw,-2.3497942751099052,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,Neural-GP MF (ours),240,test,nlpd_raw,-2.9246840555457143,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,HF-only,240,test,nlpd_cal,-2.2018391322740776,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,AR1/co-kriging,240,test,nlpd_cal,-2.3497942751099052,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,Neural-GP MF (ours),240,test,nlpd_cal,-2.9246840555457143,result_out/final_runs/original/tm/hf400_lfx10/seed_240/bl0r240/report.json
TM,hf400_lfx10,HF-only,220,test,target_rmse,0.026846595108509064,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,AR1/co-kriging,220,test,target_rmse,0.020831648260354996,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,Neural-GP MF (ours),220,test,target_rmse,0.012683404609560966,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,HF-only,220,test,y_rmse,0.026846595108509064,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,AR1/co-kriging,220,test,y_rmse,0.020831648260354996,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,Neural-GP MF (ours),220,test,y_rmse,0.012683404609560966,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,HF-only,220,val,r2,0.985566842460238,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,AR1/co-kriging,220,val,r2,0.9907949534425504,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,Neural-GP MF (ours),220,val,r2,0.9949123452905881,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,HF-only,220,test,r2,0.9765935143160003,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,AR1/co-kriging,220,test,r2,0.9859069460670824,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,Neural-GP MF (ours),220,test,r2,0.9947756831667901,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,HF-only,220,val,nll_raw,-2.3575907337360738,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,AR1/co-kriging,220,val,nll_raw,-2.4351548836101586,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,Neural-GP MF (ours),220,val,nll_raw,-2.9713301397969705,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
