dataset,setting,method,split,metric,n,mean,std,median,min,max,ci95_low,ci95_high
AB,hf50_lfx10,HF-only,test,nll_raw,20,-2.57517456223023,0.00198087265466448,-2.5753313498906527,-2.577557625349816,-2.5724604692125004,-2.576101639169896,-2.574247485290564
AB,hf50_lfx10,HF-only,test,nlpd_cal,20,-2.57517456223023,0.00198087265466448,-2.5753313498906527,-2.577557625349816,-2.5724604692125004,-2.576101639169896,-2.574247485290564
AB,hf50_lfx10,HF-only,test,nlpd_raw,20,-2.57517456223023,0.00198087265466448,-2.5753313498906527,-2.577557625349816,-2.5724604692125004,-2.576101639169896,-2.574247485290564
AB,hf50_lfx10,HF-only,test,r2,20,0.9622831815180476,0.0001807911722893947,0.9622845598406183,0.9620044899930091,0.9624934092406474,0.9621985686448626,0.9623677943912325
AB,hf50_lfx10,HF-only,test,target_rmse,20,0.023173500783741474,5.55325541556829e-05,0.023173111490905285,0.023108890280127525,0.02325902134180069,0.02314751074837132,0.02319949081911163
AB,hf50_lfx10,HF-only,test,y_rmse,20,0.023173500783741474,5.55325541556829e-05,0.023173111490905285,0.023108890280127525,0.02325902134180069,0.02314751074837132,0.02319949081911163
AB,hf50_lfx10,HF-only,val,nll_cal,20,-2.2377588274000386,0.006347147201133761,-2.2377329670447583,-2.245531157515744,-2.2223956502323,-2.240729383729837,-2.23478827107024
AB,hf50_lfx10,HF-only,val,nll_raw,20,-2.2377588274000386,0.006347147201133761,-2.2377329670447583,-2.245531157515744,-2.2223956502323,-2.240729383729837,-2.23478827107024
AB,hf50_lfx10,HF-only,val,nlpd_cal,20,-2.2377588274000386,0.006347147201133761,-2.2377329670447583,-2.245531157515744,-2.2223956502323,-2.240729383729837,-2.23478827107024
AB,hf50_lfx10,HF-only,val,nlpd_raw,20,-2.2377588274000386,0.006347147201133761,-2.2377329670447583,-2.245531157515744,-2.2223956502323,-2.240729383729837,-2.23478827107024
AB,hf50_lfx10,HF-only,val,r2,20,0.9558008167212382,0.00014675492645612023,0.9558438050587958,0.9553923543282827,0.9559482229161544,0.9557321333014436,0.9558695001410328
AB,hf50_lfx10,MF-DeepONet,test,r2,20,0.9614004824005485,0.007425917360449558,0.9624510688537489,0.9437569371525312,0.9728738554169684,0.9579250460949744,0.9648759187061227
AB,hf50_lfx10,MF-DeepONet,test,rmse,20,0.02334431945555178,0.0022063788203641635,0.0231215082985399,0.01965256896997425,0.028298262741168482,0.022311702381601586,0.024376936529501972
AB,hf50_lfx10,MF-DeepONet,val,r2,20,0.9723645006267599,0.004114431536349022,0.9726161446255763,0.9597965306331182,0.9781991083259779,0.9704388873935202,0.9742901138599996
AB,hf50_lfx10,MF-DeepONet,val,rmse,20,0.023368173183948744,0.0016870986404811236,0.023319057670263918,0.0208065861527799,0.028255010087804382,0.022578586715152137,0.02415775965274535
AB,hf50_lfx10,Neural-GP MF (ours),test,nll_cal,20,-2.736656239526791,0.07237086095238433,-2.7360209418984303,-2.860669954903172,-2.592725674978282,-2.770526845057519,-2.7027856339960628
AB,hf50_lfx10,Neural-GP MF (ours),test,nll_raw,20,-2.736656239526791,0.07237086095238433,-2.7360209418984303,-2.860669954903172,-2.592725674978282,-2.770526845057519,-2.7027856339960628
AB,hf50_lfx10,Neural-GP MF (ours),test,nlpd_cal,20,-2.736656239526791,0.07237086095238433,-2.7360209418984303,-2.860669954903172,-2.592725674978282,-2.770526845057519,-2.7027856339960628
AB,hf50_lfx10,Neural-GP MF (ours),test,nlpd_raw,20,-2.736656239526791,0.07237086095238433,-2.7360209418984303,-2.860669954903172,-2.592725674978282,-2.770526845057519,-2.7027856339960628
AB,hf50_lfx10,Neural-GP MF (ours),test,r2,20,0.975451433501101,0.002556373797757922,0.9747390946013471,0.970913841685876,0.9801205225743918,0.9742550137355559,0.976647853266646
AB,hf50_lfx10,Neural-GP MF (ours),test,target_rmse,20,0.018670923821628094,0.0009842886222672339,0.018964858725667,0.016823943704366684,0.02035018987953663,0.018210262566331823,0.019131585076924366
AB,hf50_lfx10,Neural-GP MF (ours),test,y_rmse,20,0.018670923821628094,0.0009842886222672339,0.018964858725667,0.016823943704366684,0.02035018987953663,0.018210262566331823,0.019131585076924366
AB,hf50_lfx10,Neural-GP MF (ours),val,nll_cal,20,-2.4999720139740225,0.060625156424421234,-2.509236401980692,-2.5904759902588186,-2.360142293881727,-2.5283454605721123,-2.4715985673759326
AB,hf50_lfx10,Neural-GP MF (ours),val,nll_raw,20,-2.4999720139740225,0.060625156424421234,-2.509236401980692,-2.5904759902588186,-2.360142293881727,-2.5283454605721123,-2.4715985673759326
AB,hf50_lfx10,Neural-GP MF (ours),val,nlpd_cal,20,-2.4999720139740225,0.060625156424421234,-2.509236401980692,-2.5904759902588186,-2.360142293881727,-2.5283454605721123,-2.4715985673759326
AB,hf50_lfx10,Neural-GP MF (ours),val,nlpd_raw,20,-2.4999720139740225,0.060625156424421234,-2.509236401980692,-2.5904759902588186,-2.360142293881727,-2.5283454605721123,-2.4715985673759326
AB,hf50_lfx10,Neural-GP MF (ours),val,r2,20,0.9762718476205743,0.0019446081827206036,0.9766055143814782,0.9727826122627703,0.9795725628929973,0.975361742976219,0.9771819522649295
TM,hf100_lfx10,AR1/co-kriging,test,nll_cal,20,-2.1342329821674952,0.002897963808660023,-2.134218671001933,-2.1418230647539183,-2.128376228711975,-2.1355892709792315,-2.132876693355759
TM,hf100_lfx10,AR1/co-kriging,test,nll_raw,20,-2.1342329821674952,0.002897963808660023,-2.134218671001933,-2.1418230647539183,-2.128376228711975,-2.1355892709792315,-2.132876693355759
TM,hf100_lfx10,AR1/co-kriging,test,nlpd_cal,20,-2.1342329821674952,0.002897963808660023,-2.134218671001933,-2.1418230647539183,-2.128376228711975,-2.1355892709792315,-2.132876693355759
TM,hf100_lfx10,AR1/co-kriging,test,nlpd_raw,20,-2.1342329821674952,0.002897963808660023,-2.134218671001933,-2.1418230647539183,-2.128376228711975,-2.1355892709792315,-2.132876693355759
TM,hf100_lfx10,AR1/co-kriging,test,r2,20,0.9754845718065905,0.00019844604050883494,0.9754697131365848,0.9751711892192728,0.9758568845386805,0.9753916962007354,0.9755774474124457
TM,hf100_lfx10,AR1/co-kriging,test,target_rmse,20,0.02747498480603099,0.00011123110056749112,0.027483523823320866,0.027265770360827446,0.027650250121951103,0.027422927048523463,0.027527042563538516
TM,hf100_lfx10,AR1/co-kriging,test,y_rmse,20,0.02747498480603099,0.00011123110056749112,0.027483523823320866,0.027265770360827446,0.027650250121951103,0.027422927048523463,0.027527042563538516
TM,hf100_lfx10,AR1/co-kriging,val,nll_cal,20,-2.0946880902149534,0.0022365413855127167,-2.0945183013056936,-2.1000322355783902,-2.0904279209003502,-2.0957348238039275,-2.0936413566259793
TM,hf100_lfx10,AR1/co-kriging,val,nll_raw,20,-2.0946880902149534,0.0022365413855127167,-2.0945183013056936,-2.1000322355783902,-2.0904279209003502,-2.0957348238039275,-2.0936413566259793
TM,hf100_lfx10,AR1/co-kriging,val,nlpd_cal,20,-2.0946880902149534,0.0022365413855127167,-2.0945183013056936,-2.1000322355783902,-2.0904279209003502,-2.0957348238039275,-2.0936413566259793
TM,hf100_lfx10,AR1/co-kriging,val,nlpd_raw,20,-2.0946880902149534,0.0022365413855127167,-2.0945183013056936,-2.1000322355783902,-2.0904279209003502,-2.0957348238039275,-2.0936413566259793
TM,hf100_lfx10,AR1/co-kriging,val,r2,20,0.9673420361366587,0.00018497609273638316,0.967343583107872,0.9669367821515247,0.9677235948485474,0.9672554646604148,0.9674286076129026
TM,hf100_lfx10,FPCA-NARGP,test,coverage_raw,20,0.9874850004911423,0.0009240978911334819,0.987500011920929,0.98580002784729,0.9890999794006348,0.9870525093651495,0.987917491617135
TM,hf100_lfx10,FPCA-NARGP,test,gaussian_nll,20,-2.129704562121398,0.00450829180384053,-2.1297846120646926,-2.141841064412323,-2.1208484044113822,-2.13181450763394,-2.127594616608856
TM,hf100_lfx10,FPCA-NARGP,test,gaussian_nlpd,20,-2.129704562121398,0.00450829180384053,-2.1297846120646926,-2.141841064412323,-2.1208484044113822,-2.13181450763394,-2.127594616608856
TM,hf100_lfx10,FPCA-NARGP,test,interval_width_raw,20,0.1363936595618725,0.000738862675963169,0.1364157721400261,0.1349610537290573,0.1380622684955597,0.13604786118515577,0.13673945793858922
TM,hf100_lfx10,FPCA-NARGP,test,r2,20,0.9728236263065064,0.0003565232528840407,0.9728713091147777,0.9719742006329336,0.9733834153531187,0.972656768287933,0.9729904843250798
TM,hf100_lfx10,FPCA-NARGP,test,rmse,20,0.02892730701714754,0.00018945884660382756,0.02890249900519848,0.028628412634134293,0.029376503080129623,0.02883863754751325,0.02901597648678183
TM,hf100_lfx10,FPCA-NARGP,val,coverage_raw,20,0.9791099965572357,0.0011831683688055701,0.9791499972343445,0.9764000177383423,0.9805999994277954,0.9785562567154144,0.9796637363990571
TM,hf100_lfx10,FPCA-NARGP,val,gaussian_nll,20,-2.1979927625789903,0.007347224236412994,-2.1979143349009576,-2.2142428371884963,-2.1853998939299197,-2.201431369368829,-2.1945541557891515
TM,hf100_lfx10,FPCA-NARGP,val,gaussian_nlpd,20,-2.1979927625789903,0.007347224236412994,-2.1979143349009576,-2.2142428371884963,-2.1853998939299197,-2.201431369368829,-2.1945541557891515
TM,hf100_lfx10,FPCA-NARGP,val,interval_width_raw,20,0.12985748499631883,0.0007228317332078147,0.12969067692756653,0.1287626475095749,0.13127753138542175,0.1295191893317601,0.13019578066087756
TM,hf100_lfx10,FPCA-NARGP,val,r2,20,0.9740269874197505,0.0005755692008840635,0.9740801973827502,0.9730998139121496,0.975676546013399,0.9737576127418451,0.9742963620976558
TM,hf100_lfx10,FPCA-NARGP,val,rmse,20,0.026831975765526296,0.0002987027285483348,0.026806053705513477,0.025967473164200783,0.027308302000164986,0.02669217858532874,0.02697177294572385
TM,hf100_lfx10,HF-only,test,nll_cal,20,-1.7190100021040173,0.00540584820106053,-1.7187741192841193,-1.7297242881621817,-1.7095438487276318,-1.7215400169410329,-1.7164799872670018
TM,hf100_lfx10,HF-only,test,nll_raw,20,-1.7190100021040173,0.00540584820106053,-1.7187741192841193,-1.7297242881621817,-1.7095438487276318,-1.7215400169410329,-1.7164799872670018
TM,hf100_lfx10,HF-only,test,nlpd_cal,20,-1.7190100021040173,0.00540584820106053,-1.7187741192841193,-1.7297242881621817,-1.7095438487276318,-1.7215400169410329,-1.7164799872670018
TM,hf100_lfx10,HF-only,test,nlpd_raw,20,-1.7190100021040173,0.00540584820106053,-1.7187741192841193,-1.7297242881621817,-1.7095438487276318,-1.7215400169410329,-1.7164799872670018
TM,hf100_lfx10,HF-only,test,r2,20,0.9373437044305328,0.00047408511688410766,0.9374011647296869,0.9363860296021136,0.9381342738599455,0.9371218257659618,0.9375655830951038
TM,hf100_lfx10,HF-only,test,target_rmse,20,0.04392386004328728,0.00016612557287103537,0.0439040120691061,0.04364616796374321,0.044258568435907364,0.04384611088190887,0.044001609204665684
TM,hf100_lfx10,HF-only,test,y_rmse,20,0.04392386004328728,0.00016612557287103537,0.0439040120691061,0.04364616796374321,0.044258568435907364,0.04384611088190887,0.044001609204665684
TM,hf100_lfx10,HF-only,val,nll_cal,20,-1.9225218493858045,0.002532109951343203,-1.9231157930084763,-1.927468869063029,-1.9182596753015346,-1.9237069133216724,-1.9213367854499366
TM,hf100_lfx10,HF-only,val,nll_raw,20,-1.9225218493858045,0.002532109951343203,-1.9231157930084763,-1.927468869063029,-1.9182596753015346,-1.9237069133216724,-1.9213367854499366
TM,hf100_lfx10,HF-only,val,nlpd_cal,20,-1.9225218493858045,0.002532109951343203,-1.9231157930084763,-1.927468869063029,-1.9182596753015346,-1.9237069133216724,-1.9213367854499366
TM,hf100_lfx10,HF-only,val,nlpd_raw,20,-1.9225218493858045,0.002532109951343203,-1.9231157930084763,-1.927468869063029,-1.9182596753015346,-1.9237069133216724,-1.9213367854499366
TM,hf100_lfx10,HF-only,val,r2,20,0.9489901263716783,0.00018842645763487994,0.9490136087373338,0.9486941896002251,0.9493448167169434,0.9489019400749545,0.9490783126684021
TM,hf100_lfx10,MF-DeepONet,test,r2,20,0.9734142683212603,0.0033682143834819914,0.9728396771076808,0.9675186572937533,0.9804917797738476,0.97183789546588,0.9749906411766407
TM,hf100_lfx10,MF-DeepONet,test,rmse,20,0.02855577392011393,0.0018363847670228054,0.02891870208825089,0.024509243915322835,0.031625549190801086,0.027696319393417188,0.02941522844681067
TM,hf100_lfx10,MF-DeepONet,val,r2,20,0.9739271124566056,0.0031025584244461796,0.9738255009284731,0.9681575693024568,0.9806911717148598,0.9724750704172053,0.9753791544960059
TM,hf100_lfx10,MF-DeepONet,val,rmse,20,0.026838999384214374,0.001614610053135344,0.026937003205040944,0.02313635937763775,0.029711198272059633,0.02608333861859662,0.02759466014983213
TM,hf100_lfx10,Neural-GP MF (ours),test,nll_cal,20,-2.513433719248344,0.07080471603730573,-2.530719915741071,-2.61967468683736,-2.356051681768129,-2.546571346396274,-2.480296092100414
TM,hf100_lfx10,Neural-GP MF (ours),test,nll_raw,20,-2.513433719248344,0.07080471603730573,-2.530719915741071,-2.61967468683736,-2.356051681768129,-2.546571346396274,-2.480296092100414
TM,hf100_lfx10,Neural-GP MF (ours),test,nlpd_cal,20,-2.513433719248344,0.07080471603730573,-2.530719915741071,-2.61967468683736,-2.356051681768129,-2.546571346396274,-2.480296092100414
TM,hf100_lfx10,Neural-GP MF (ours),test,nlpd_raw,20,-2.513433719248344,0.07080471603730573,-2.530719915741071,-2.61967468683736,-2.356051681768129,-2.546571346396274,-2.480296092100414
TM,hf100_lfx10,Neural-GP MF (ours),test,r2,20,0.9877407671146002,0.0017638354233132291,0.9882300926627168,0.9838667427256632,0.9900184832762702,0.9869152667259359,0.9885662675032646
TM,hf100_lfx10,Neural-GP MF (ours),test,target_rmse,20,0.019383760634809732,0.0013610619615121544,0.01903738360852003,0.017531512305140495,0.022288566455245018,0.018746764028791905,0.02002075724082756
TM,hf100_lfx10,Neural-GP MF (ours),test,y_rmse,20,0.019383760634809732,0.0013610619615121544,0.01903738360852003,0.017531512305140495,0.022288566455245018,0.018746764028791905,0.02002075724082756
TM,hf100_lfx10,Neural-GP MF (ours),val,nll_cal,20,-2.534083508663884,0.05717294129072469,-2.5402951919760124,-2.6206462824084147,-2.4095473568857715,-2.5608412688453432,-2.507325748482425
TM,hf100_lfx10,Neural-GP MF (ours),val,nll_raw,20,-2.534083508663884,0.05717294129072469,-2.5402951919760124,-2.6206462824084147,-2.4095473568857715,-2.5608412688453432,-2.507325748482425
TM,hf100_lfx10,Neural-GP MF (ours),val,nlpd_cal,20,-2.534083508663884,0.05717294129072469,-2.5402951919760124,-2.6206462824084147,-2.4095473568857715,-2.5608412688453432,-2.507325748482425
TM,hf100_lfx10,Neural-GP MF (ours),val,nlpd_raw,20,-2.534083508663884,0.05717294129072469,-2.5402951919760124,-2.6206462824084147,-2.4095473568857715,-2.5608412688453432,-2.507325748482425
TM,hf100_lfx10,Neural-GP MF (ours),val,r2,20,0.9853022962107977,0.0017422873887505985,0.9854337728926665,0.9815318945413409,0.9878361586870185,0.9844868806127387,0.9861177118088567
TM,hf200_lfx10,AR1/co-kriging,test,nll_cal,20,-2.201827828748048,0.003076775479804651,-2.2021168912426843,-2.207623224773306,-2.196528894114704,-2.203267803997916,-2.2003878534981802
TM,hf200_lfx10,AR1/co-kriging,test,nll_raw,20,-2.201827828748048,0.003076775479804651,-2.2021168912426843,-2.207623224773306,-2.196528894114704,-2.203267803997916,-2.2003878534981802
TM,hf200_lfx10,AR1/co-kriging,test,nlpd_cal,20,-2.201827828748048,0.003076775479804651,-2.2021168912426843,-2.207623224773306,-2.196528894114704,-2.203267803997916,-2.2003878534981802
TM,hf200_lfx10,AR1/co-kriging,test,nlpd_raw,20,-2.201827828748048,0.003076775479804651,-2.2021168912426843,-2.207623224773306,-2.196528894114704,-2.203267803997916,-2.2003878534981802
TM,hf200_lfx10,AR1/co-kriging,test,r2,20,0.9807951377403811,0.0002333518295730658,0.9808073212828881,0.9803372318581283,0.9812392281133566,0.9806859257223765,0.9809043497583857
TM,hf200_lfx10,AR1/co-kriging,test,target_rmse,20,0.024317508935928343,0.00014772755643263676,0.024310220032930374,0.024035127833485603,0.024606136605143547,0.02424837031129266,0.024386647560564027
TM,hf200_lfx10,AR1/co-kriging,test,y_rmse,20,0.024317508935928343,0.00014772755643263676,0.024310220032930374,0.024035127833485603,0.024606136605143547,0.02424837031129266,0.024386647560564027
TM,hf200_lfx10,AR1/co-kriging,val,nll_cal,20,-2.2746248581538877,0.0022020576307689305,-2.274743869941025,-2.2785850317195675,-2.2710038102881227,-2.2756554528488544,-2.273594263458921
TM,hf200_lfx10,AR1/co-kriging,val,nll_raw,20,-2.2746248581538877,0.0022020576307689305,-2.274743869941025,-2.2785850317195675,-2.2710038102881227,-2.2756554528488544,-2.273594263458921
TM,hf200_lfx10,AR1/co-kriging,val,nlpd_cal,20,-2.2746248581538877,0.0022020576307689305,-2.274743869941025,-2.2785850317195675,-2.2710038102881227,-2.2756554528488544,-2.273594263458921
TM,hf200_lfx10,AR1/co-kriging,val,nlpd_raw,20,-2.2746248581538877,0.0022020576307689305,-2.274743869941025,-2.2785850317195675,-2.2710038102881227,-2.2756554528488544,-2.273594263458921
TM,hf200_lfx10,AR1/co-kriging,val,r2,20,0.9837825429507239,0.00014551279669635509,0.9837879500521021,0.9834917489824591,0.98405865815219,0.9837144408655515,0.9838506450358963
TM,hf200_lfx10,FPCA-NARGP,test,coverage_raw,20,0.9693449974060059,0.004292519993208924,0.9688999950885773,0.9574999809265137,0.9757999777793884,0.9673360362093386,0.9713539586026732
TM,hf200_lfx10,FPCA-NARGP,test,gaussian_nll,20,-2.1969563203543885,0.009787005100460523,-2.1960227791793088,-2.2130730385329542,-2.1798745838128446,-2.201536779737109,-2.192375860971668
TM,hf200_lfx10,FPCA-NARGP,test,gaussian_nlpd,20,-2.1969563203543885,0.009787005100460523,-2.1960227791793088,-2.2130730385329542,-2.1798745838128446,-2.201536779737109,-2.192375860971668
TM,hf200_lfx10,FPCA-NARGP,test,interval_width_raw,20,0.1196865014731884,0.00041746649479973896,0.11974155902862549,0.118888258934021,0.12037714570760727,0.1194911211394245,0.1198818818069523
TM,hf200_lfx10,FPCA-NARGP,test,r2,20,0.9749497966991282,0.0005971719050893868,0.974909490831164,0.9737037308794001,0.9758778905338718,0.9746703116444371,0.9752292817538193
TM,hf200_lfx10,FPCA-NARGP,test,rmse,20,0.027771381102502345,0.000330693082261909,0.027795578353106976,0.027253905311226845,0.028455626219511032,0.027616611975900367,0.027926150229104323
TM,hf200_lfx10,FPCA-NARGP,val,coverage_raw,20,0.9709325015544892,0.0025584369110729552,0.970674991607666,0.966949999332428,0.9762499928474426,0.9697351162221906,0.9721298868867878
TM,hf200_lfx10,FPCA-NARGP,val,gaussian_nll,20,-2.282337560574109,0.004552021647447098,-2.2828905463220783,-2.289581454017235,-2.2722671987922047,-2.2844679722834496,-2.2802071488647684
TM,hf200_lfx10,FPCA-NARGP,val,gaussian_nlpd,20,-2.282337560574109,0.004552021647447098,-2.2828905463220783,-2.289581454017235,-2.2722671987922047,-2.2844679722834496,-2.2802071488647684
TM,hf200_lfx10,FPCA-NARGP,val,interval_width_raw,20,0.11673956215381623,0.00044371844715059233,0.1169002316892147,0.11579097807407379,0.11741766333580017,0.11653189552815547,0.11694722877947698
TM,hf200_lfx10,FPCA-NARGP,val,r2,20,0.9786521009645387,0.0002798548010266891,0.9786724973958965,0.9781108148346698,0.9791281367236127,0.9785211248859524,0.978783077043125
TM,hf200_lfx10,FPCA-NARGP,val,rmse,20,0.02408832758665085,0.0001576561976517586,0.02407730557024479,0.02381872572004795,0.024392297491431236,0.02401454221488844,0.024162112958413258
TM,hf200_lfx10,HF-only,test,nll_cal,20,-1.9790416027677225,0.0048415117549420504,-1.9790913960522867,-1.9876087162544696,-1.9695908668759508,-1.9813075000178866,-1.9767757055175583
TM,hf200_lfx10,HF-only,test,nll_raw,20,-1.9790416027677225,0.0048415117549420504,-1.9790913960522867,-1.9876087162544696,-1.9695908668759508,-1.9813075000178866,-1.9767757055175583
TM,hf200_lfx10,HF-only,test,nlpd_cal,20,-1.9790416027677225,0.0048415117549420504,-1.9790913960522867,-1.9876087162544696,-1.9695908668759508,-1.9813075000178866,-1.9767757055175583
TM,hf200_lfx10,HF-only,test,nlpd_raw,20,-1.9790416027677225,0.0048415117549420504,-1.9790913960522867,-1.9876087162544696,-1.9695908668759508,-1.9813075000178866,-1.9767757055175583
TM,hf200_lfx10,HF-only,test,r2,20,0.9624434826664165,0.000377568141400311,0.9624310985384212,0.9615207981910834,0.9629615452807596,0.962266775336836,0.9626201899959971
TM,hf200_lfx10,HF-only,test,target_rmse,20,0.03400623518973589,0.00017065174036082694,0.034012243151664734,0.03377128019928932,0.03442184254527092,0.033926367716766395,0.034086102662705384
TM,hf200_lfx10,HF-only,test,y_rmse,20,0.03400623518973589,0.00017065174036082694,0.034012243151664734,0.03377128019928932,0.03442184254527092,0.033926367716766395,0.034086102662705384
TM,hf200_lfx10,HF-only,val,nll_cal,20,-2.0983502392958386,0.002037570041375886,-2.098453247313686,-2.1020650250782222,-2.095031919192448,-2.0993038514292923,-2.097396627162385
TM,hf200_lfx10,HF-only,val,nll_raw,20,-2.0983502392958386,0.002037570041375886,-2.098453247313686,-2.1020650250782222,-2.095031919192448,-2.0993038514292923,-2.097396627162385
TM,hf200_lfx10,HF-only,val,nlpd_cal,20,-2.0983502392958386,0.002037570041375886,-2.098453247313686,-2.1020650250782222,-2.095031919192448,-2.0993038514292923,-2.097396627162385
TM,hf200_lfx10,HF-only,val,nlpd_raw,20,-2.0983502392958386,0.002037570041375886,-2.098453247313686,-2.1020650250782222,-2.095031919192448,-2.0993038514292923,-2.097396627162385
TM,hf200_lfx10,HF-only,val,r2,20,0.965986464133259,0.00015337930924138048,0.9660039603729298,0.9657153302342764,0.9663081628312927,0.9659146804068872,0.9660582478596307
TM,hf200_lfx10,MF-DeepONet,test,r2,20,0.9825453417831366,0.001848766729724217,0.9829230564565206,0.9787075233079495,0.9866244756823735,0.9816800923195158,0.9834105912467573
TM,hf200_lfx10,MF-DeepONet,test,rmse,20,0.023152370670711204,0.0012298331289762778,0.022931152770229418,0.020294413118291357,0.025605554160402763,0.02257679104885783,0.023727950292564578
TM,hf200_lfx10,MF-DeepONet,val,r2,20,0.9848361062301046,0.0014854083092045247,0.984956956078924,0.980871955499222,0.986739675019772,0.9841409137419811,0.9855312987182282
TM,hf200_lfx10,MF-DeepONet,val,rmse,20,0.020279788302331465,0.0009786328655116599,0.020221134725021954,0.018985191850101734,0.02280201321378516,0.01982177402267601,0.02073780258198692
TM,hf200_lfx10,Neural-GP MF (ours),test,nll_cal,20,-2.722378188646684,0.059015575401559,-2.738059680175951,-2.7999073002397665,-2.63494136996158,-2.749998328137774,-2.694758049155594
TM,hf200_lfx10,Neural-GP MF (ours),test,nll_raw,20,-2.722378188646684,0.059015575401559,-2.738059680175951,-2.7999073002397665,-2.63494136996158,-2.749998328137774,-2.694758049155594
TM,hf200_lfx10,Neural-GP MF (ours),test,nlpd_cal,20,-2.722378188646684,0.059015575401559,-2.738059680175951,-2.7999073002397665,-2.63494136996158,-2.749998328137774,-2.694758049155594
TM,hf200_lfx10,Neural-GP MF (ours),test,nlpd_raw,20,-2.722378188646684,0.059015575401559,-2.738059680175951,-2.7999073002397665,-2.63494136996158,-2.749998328137774,-2.694758049155594
TM,hf200_lfx10,Neural-GP MF (ours),test,r2,20,0.9920598745152736,0.0010002394704887146,0.9921549686948177,0.9905579973703886,0.993239695197597,0.991591748033215,0.9925280009973321
TM,hf200_lfx10,Neural-GP MF (ours),test,target_rmse,20,0.015607063891366124,0.0009810378025157489,0.015540489461272955,0.014427936635911465,0.017051128670573235,0.015147924066546224,0.016066203716186025
TM,hf200_lfx10,Neural-GP MF (ours),test,y_rmse,20,0.015607063891366124,0.0009810378025157489,0.015540489461272955,0.014427936635911465,0.017051128670573235,0.015147924066546224,0.016066203716186025
TM,hf200_lfx10,Neural-GP MF (ours),val,nll_cal,20,-2.847612060768861,0.02213666260568735,-2.850603285256919,-2.8880249071624737,-2.8051378511632543,-2.8579723377783792,-2.8372517837593425
TM,hf200_lfx10,Neural-GP MF (ours),val,nll_raw,20,-2.847612060768861,0.02213666260568735,-2.850603285256919,-2.8880249071624737,-2.8051378511632543,-2.8579723377783792,-2.8372517837593425
TM,hf200_lfx10,Neural-GP MF (ours),val,nlpd_cal,20,-2.847612060768861,0.02213666260568735,-2.850603285256919,-2.8880249071624737,-2.8051378511632543,-2.8579723377783792,-2.8372517837593425
TM,hf200_lfx10,Neural-GP MF (ours),val,nlpd_raw,20,-2.847612060768861,0.02213666260568735,-2.850603285256919,-2.8880249071624737,-2.8051378511632543,-2.8579723377783792,-2.8372517837593425
TM,hf200_lfx10,Neural-GP MF (ours),val,r2,20,0.9931321199759481,0.00047399410302886234,0.9931666664415995,0.9920734461596827,0.9937085041017223,0.9929102839071725,0.9933539560447237
TM,hf300_lfx10,AR1/co-kriging,test,nll_cal,20,-2.291156927543876,0.0034699538124862476,-2.29132748250216,-2.298213424724777,-2.2843826216503738,-2.292780915917731,-2.2895329391700208
TM,hf300_lfx10,AR1/co-kriging,test,nll_raw,20,-2.291156927543876,0.0034699538124862476,-2.29132748250216,-2.298213424724777,-2.2843826216503738,-2.292780915917731,-2.2895329391700208
TM,hf300_lfx10,AR1/co-kriging,test,nlpd_cal,20,-2.291156927543876,0.0034699538124862476,-2.29132748250216,-2.298213424724777,-2.2843826216503738,-2.292780915917731,-2.2895329391700208
TM,hf300_lfx10,AR1/co-kriging,test,nlpd_raw,20,-2.291156927543876,0.0034699538124862476,-2.29132748250216,-2.298213424724777,-2.2843826216503738,-2.292780915917731,-2.2895329391700208
TM,hf300_lfx10,AR1/co-kriging,test,r2,20,0.9848035666062526,0.00022630884078939182,0.9847975530364987,0.9843611607847034,0.9851982394992994,0.9846976508084629,0.9849094824040422
TM,hf300_lfx10,AR1/co-kriging,test,target_rmse,20,0.02163119288161397,0.00016122645944698533,0.021636043675243855,0.021349012851715088,0.021944381296634674,0.021555736575896704,0.021706649187331235
TM,hf300_lfx10,AR1/co-kriging,test,y_rmse,20,0.02163119288161397,0.00016122645944698533,0.021636043675243855,0.021349012851715088,0.021944381296634674,0.021555736575896704,0.021706649187331235
TM,hf300_lfx10,AR1/co-kriging,val,nll_cal,20,-2.368259105220924,0.0016121298725946343,-2.3682199439724085,-2.370977789275664,-2.3648546449478385,-2.369013605226318,-2.36750460521553
TM,hf300_lfx10,AR1/co-kriging,val,nll_raw,20,-2.368259105220924,0.0016121298725946343,-2.3682199439724085,-2.370977789275664,-2.3648546449478385,-2.369013605226318,-2.36750460521553
TM,hf300_lfx10,AR1/co-kriging,val,nlpd_cal,20,-2.368259105220924,0.0016121298725946343,-2.3682199439724085,-2.370977789275664,-2.3648546449478385,-2.369013605226318,-2.36750460521553
TM,hf300_lfx10,AR1/co-kriging,val,nlpd_raw,20,-2.368259105220924,0.0016121298725946343,-2.3682199439724085,-2.370977789275664,-2.3648546449478385,-2.369013605226318,-2.36750460521553
TM,hf300_lfx10,AR1/co-kriging,val,r2,20,0.9896014341358244,8.768497611179275e-05,0.9896120299999679,0.9893950203860985,0.9897691164099833,0.9895603963037775,0.9896424719678713
TM,hf300_lfx10,FPCA-NARGP,test,coverage_raw,20,0.9729899972677231,0.0027121411116734695,0.974450021982193,0.9674999713897705,0.9760000109672546,0.9717206761552162,0.9742593183802299
