dataset,setting,method,split,metric,n,mean,std,median,min,max,ci95_low,ci95_high
TM,hf50_lfx10,AR1/co-kriging,test,nll_raw,20,-1.8379644197536742,0.0020224833550771194,-1.838067361182905,-1.8425399860298526,-1.83417422793646,-1.8389109711005946,-1.8370178684067537
TM,hf50_lfx10,AR1/co-kriging,test,nlpd_cal,20,-1.8379644197536742,0.0020224833550771194,-1.838067361182905,-1.8425399860298526,-1.83417422793646,-1.8389109711005946,-1.8370178684067537
TM,hf50_lfx10,AR1/co-kriging,test,nlpd_raw,20,-1.8379644197536742,0.0020224833550771194,-1.838067361182905,-1.8425399860298526,-1.83417422793646,-1.8389109711005946,-1.8370178684067537
TM,hf50_lfx10,AR1/co-kriging,test,r2,20,0.9530011100497283,0.00018641487234755756,0.9530240991278154,0.9525882942623769,0.953407041666074,0.9529138652038988,0.9530883548955579
TM,hf50_lfx10,AR1/co-kriging,test,target_rmse,20,0.03804206550121307,7.542214250571824e-05,0.038032831624150276,0.03787749633193016,0.038208846002817154,0.03800676685195734,0.0380773641504688
TM,hf50_lfx10,AR1/co-kriging,test,y_rmse,20,0.03804206550121307,7.542214250571824e-05,0.038032831624150276,0.03787749633193016,0.038208846002817154,0.03800676685195734,0.0380773641504688
TM,hf50_lfx10,AR1/co-kriging,val,nll_cal,20,-1.8347173353670907,0.003740945535563285,-1.834538368018989,-1.8420309186105093,-1.826318272805053,-1.8364681517713666,-1.8329665189628148
TM,hf50_lfx10,AR1/co-kriging,val,nll_raw,20,-1.8347173353670907,0.003740945535563285,-1.834538368018989,-1.8420309186105093,-1.826318272805053,-1.8364681517713666,-1.8329665189628148
TM,hf50_lfx10,AR1/co-kriging,val,nlpd_cal,20,-1.8347173353670907,0.003740945535563285,-1.834538368018989,-1.8420309186105093,-1.826318272805053,-1.8364681517713666,-1.8329665189628148
TM,hf50_lfx10,AR1/co-kriging,val,nlpd_raw,20,-1.8347173353670907,0.003740945535563285,-1.834538368018989,-1.8420309186105093,-1.826318272805053,-1.8364681517713666,-1.8329665189628148
TM,hf50_lfx10,AR1/co-kriging,val,r2,20,0.9378735879307765,0.0003755814717089664,0.9378909814320836,0.9369131884161586,0.9384206407564706,0.9376978103912322,0.9380493654703207
TM,hf50_lfx10,FPCA-NARGP,test,coverage_raw,20,0.942475003004074,0.0017498518876086137,0.9424000084400177,0.939300000667572,0.9465000033378601,0.9416560471115721,0.943293958896576
TM,hf50_lfx10,FPCA-NARGP,test,gaussian_nll,20,-1.7500189439622722,0.002794205140034384,-1.7499244521538175,-1.7551686114563334,-1.7439695757230984,-1.7513266722223009,-1.7487112157022435
TM,hf50_lfx10,FPCA-NARGP,test,gaussian_nlpd,20,-1.7500189439622722,0.002794205140034384,-1.7499244521538175,-1.7551686114563334,-1.7439695757230984,-1.7513266722223009,-1.7487112157022435
TM,hf50_lfx10,FPCA-NARGP,test,interval_width_raw,20,0.167575640976429,0.00022405804479566218,0.16761939972639084,0.16714902222156525,0.16800294816493988,0.16747077858359036,0.16768050336926763
TM,hf50_lfx10,FPCA-NARGP,test,r2,20,0.9371788305624594,0.0002650535498778894,0.9371953889492558,0.9367115414522006,0.9376777511831442,0.9370547816826439,0.937302879442275
TM,hf50_lfx10,FPCA-NARGP,test,rmse,20,0.04398181941360235,9.277801001696942e-05,0.04397611692547798,0.04380691424012184,0.044145189225673676,0.04393839796831544,0.044025240858889265
TM,hf50_lfx10,FPCA-NARGP,val,coverage_raw,20,0.991459995508194,0.0023585000578097834,0.9910999834537506,0.9886000156402588,1.0,0.9903561835035968,0.9925638075127912
TM,hf50_lfx10,FPCA-NARGP,val,gaussian_nll,20,-1.8541096989778336,0.003514175727543693,-1.853566670209622,-1.8603546372219106,-1.8483923910744853,-1.8557543838450152,-1.852465014110652
TM,hf50_lfx10,FPCA-NARGP,val,gaussian_nlpd,20,-1.8541096989778336,0.003514175727543693,-1.853566670209622,-1.8603546372219106,-1.8483923910744853,-1.8557543838450152,-1.852465014110652
TM,hf50_lfx10,FPCA-NARGP,val,interval_width_raw,20,0.16859325543045997,0.0001908281141742096,0.1686028391122818,0.1682460904121399,0.1690753996372223,0.1685039451238765,0.16868256573704343
TM,hf50_lfx10,FPCA-NARGP,val,r2,20,0.9445938675082448,0.00053497725522117,0.944492093640496,0.943580970454313,0.9457766763750052,0.9443434904456943,0.9448442445707953
TM,hf50_lfx10,FPCA-NARGP,val,rmse,20,0.04389932677149773,0.00021212495721275432,0.043940115720033646,0.0434287004172802,0.04429926723241806,0.04380004923556095,0.043998604307434505
TM,hf50_lfx10,HF-only,test,nll_cal,20,-1.015527912850164,0.0015870533012436884,-1.0158697262085439,-1.0181374659697535,-1.013069270017619,-1.0162706766589023,-1.0147851490414257
TM,hf50_lfx10,HF-only,test,nll_raw,20,-1.015527912850164,0.0015870533012436884,-1.0158697262085439,-1.0181374659697535,-1.013069270017619,-1.0162706766589023,-1.0147851490414257
TM,hf50_lfx10,HF-only,test,nlpd_cal,20,-1.015527912850164,0.0015870533012436884,-1.0158697262085439,-1.0181374659697535,-1.013069270017619,-1.0162706766589023,-1.0147851490414257
TM,hf50_lfx10,HF-only,test,nlpd_raw,20,-1.015527912850164,0.0015870533012436884,-1.0158697262085439,-1.0181374659697535,-1.013069270017619,-1.0162706766589023,-1.0147851490414257
TM,hf50_lfx10,HF-only,test,r2,20,0.8481531538613044,0.0002085498838720336,0.8481523618621432,0.8478978795178578,0.8485028736589809,0.8480555495111951,0.8482507582114137
TM,hf50_lfx10,HF-only,test,target_rmse,20,0.06837917938828468,4.695857601977535e-05,0.06837936863303185,0.06830040365457535,0.0684366449713707,0.06835720209820247,0.0684011566783669
TM,hf50_lfx10,HF-only,test,y_rmse,20,0.06837917938828468,4.695857601977535e-05,0.06837936863303185,0.06830040365457535,0.0684366449713707,0.06835720209820247,0.0684011566783669
TM,hf50_lfx10,HF-only,val,nll_cal,20,-1.272402265120648,0.0026713469427391916,-1.2715663643869224,-1.2771121681465811,-1.2685185424995153,-1.2736524939743956,-1.2711520362669002
TM,hf50_lfx10,HF-only,val,nll_raw,20,-1.272402265120648,0.0026713469427391916,-1.2715663643869224,-1.2771121681465811,-1.2685185424995153,-1.2736524939743956,-1.2711520362669002
TM,hf50_lfx10,HF-only,val,nlpd_cal,20,-1.272402265120648,0.0026713469427391916,-1.2715663643869224,-1.2771121681465811,-1.2685185424995153,-1.2736524939743956,-1.2711520362669002
TM,hf50_lfx10,HF-only,val,nlpd_raw,20,-1.272402265120648,0.0026713469427391916,-1.2715663643869224,-1.2771121681465811,-1.2685185424995153,-1.2736524939743956,-1.2711520362669002
TM,hf50_lfx10,HF-only,val,r2,20,0.8538248780931392,0.00043827283903018644,0.8538489995247448,0.853189103394514,0.8546216659104038,0.8536197600905305,0.8540299960957479
TM,hf50_lfx10,MF-DeepONet,test,r2,20,0.9526534715909326,0.0067836964758244585,0.9514858718602557,0.9388666707486036,0.9632953399582529,0.9494786039114668,0.9558283392703985
TM,hf50_lfx10,MF-DeepONet,test,rmse,20,0.038087601303968835,0.0027612540593449373,0.03865021853717084,0.033618760099847406,0.04338704906126489,0.03679529462440995,0.03937990798352772
TM,hf50_lfx10,MF-DeepONet,val,r2,20,0.9615734972889527,0.009847338185222548,0.9625869326206803,0.9386800883149256,0.9779773000227084,0.9569648011533797,0.9661821934245257
TM,hf50_lfx10,MF-DeepONet,val,rmse,20,0.03627018307052027,0.004708820024295628,0.03607299738736481,0.027677001597751563,0.046183252792965444,0.03406638746191137,0.03847397867912917
TM,hf50_lfx10,Neural-GP MF (ours),test,nll_cal,20,-2.1094211393102724,0.04767197332316968,-2.1057043289452846,-2.20211877749509,-1.9967546709644175,-2.1317323096079814,-2.0871099690125634
TM,hf50_lfx10,Neural-GP MF (ours),test,nll_raw,20,-2.1094211393102724,0.04767197332316968,-2.1057043289452846,-2.20211877749509,-1.9967546709644175,-2.1317323096079814,-2.0871099690125634
TM,hf50_lfx10,Neural-GP MF (ours),test,nlpd_cal,20,-2.1094211393102724,0.04767197332316968,-2.1057043289452846,-2.20211877749509,-1.9967546709644175,-2.1317323096079814,-2.0871099690125634
TM,hf50_lfx10,Neural-GP MF (ours),test,nlpd_raw,20,-2.1094211393102724,0.04767197332316968,-2.1057043289452846,-2.20211877749509,-1.9967546709644175,-2.1317323096079814,-2.0871099690125634
TM,hf50_lfx10,Neural-GP MF (ours),test,r2,20,0.9743168279216082,0.001457693528233878,0.9743225127732634,0.9705851672346867,0.9771070779513495,0.9736346063502497,0.9749990494929668
TM,hf50_lfx10,Neural-GP MF (ours),test,target_rmse,20,0.028111294843256474,0.0007941790464744547,0.028118835762143135,0.02655043825507164,0.030095688998699188,0.0277396076082296,0.028482982078283346
TM,hf50_lfx10,Neural-GP MF (ours),test,y_rmse,20,0.028111294843256474,0.0007941790464744547,0.028118835762143135,0.02655043825507164,0.030095688998699188,0.0277396076082296,0.028482982078283346
TM,hf50_lfx10,Neural-GP MF (ours),val,nll_cal,20,-2.042844605758213,0.048205102027616825,-2.0361233830788246,-2.114750375571237,-1.9742231734886184,-2.0654052879700795,-2.0202839235463466
TM,hf50_lfx10,Neural-GP MF (ours),val,nll_raw,20,-2.042844605758213,0.048205102027616825,-2.0361233830788246,-2.114750375571237,-1.9742231734886184,-2.0654052879700795,-2.0202839235463466
TM,hf50_lfx10,Neural-GP MF (ours),val,nlpd_cal,20,-2.042844605758213,0.048205102027616825,-2.0361233830788246,-2.114750375571237,-1.9742231734886184,-2.0654052879700795,-2.0202839235463466
TM,hf50_lfx10,Neural-GP MF (ours),val,nlpd_raw,20,-2.042844605758213,0.048205102027616825,-2.0361233830788246,-2.114750375571237,-1.9742231734886184,-2.0654052879700795,-2.0202839235463466
TM,hf50_lfx10,Neural-GP MF (ours),val,r2,20,0.9580576267317193,0.0027322847143567597,0.9590366194308189,0.9526485217928798,0.9624966442060839,0.9567788781229595,0.9593363753404792
