seed,hf,lf_mult,dataset_name,status,metrics.y_rmse.hf_only,metrics.y_rmse.ar1,metrics.y_rmse.ours
322,100,5,hf100_lfx05,BAD,,,
290,100,5,hf100_lfx05,OK,0.0440068058669567,0.0297372732311487,0.0207944102585315
290,100,5,hf100_lfx05,BAD,,,
200,100,5,hf100_lfx05,OK,0.0439735502004623,0.0298774540424346,0.0204012524336576
200,100,5,hf100_lfx05,BAD,,,
333,100,5,hf100_lfx05,OK,0.0439919270575046,0.0297515355050563,0.0190075933933258
333,100,5,hf100_lfx05,BAD,,,
366,100,15,hf100_lfx15,OK,0.0438300259411335,0.0268026832491159,0.0187639407813549
366,100,15,hf100_lfx15,BAD,,,
300,100,15,hf100_lfx15,OK,0.0436461679637432,0.0264282897114753,0.0180910974740982
300,100,15,hf100_lfx15,BAD,,,
210,100,15,hf100_lfx15,OK,0.044117871671915,0.0265492722392082,0.0178299117833375
210,100,15,hf100_lfx15,BAD,,,
220,100,15,hf100_lfx15,OK,0.0438917689025402,0.0267781745642423,0.0175857450813055
220,100,15,hf100_lfx15,BAD,,,
377,100,15,hf100_lfx15,OK,0.0438814386725425,0.0267284456640481,0.01755066588521
377,100,15,hf100_lfx15,BAD,,,
260,100,15,hf100_lfx15,OK,0.0438454374670982,0.026930209249258,0.0172914247959852
260,100,15,hf100_lfx15,BAD,,,
240,100,15,hf100_lfx15,OK,0.0438135489821434,0.026638438925147,0.0155898574739694
240,100,15,hf100_lfx15,BAD,,,
355,100,15,hf100_lfx15,OK,0.0437201373279094,0.0267441030591726,0.018123434856534
355,100,15,hf100_lfx15,BAD,,,
311,100,15,hf100_lfx15,OK,0.0440490171313285,0.0265123005956411,0.0151913333684206
311,100,15,hf100_lfx15,BAD,,,
280,100,15,hf100_lfx15,OK,0.0441854149103164,0.0267067216336727,0.0170478280633687
280,100,15,hf100_lfx15,BAD,,,
399,100,15,hf100_lfx15,OK,0.0439814962446689,0.0268658027052879,0.0169821046292781
399,100,15,hf100_lfx15,BAD,,,
270,100,15,hf100_lfx15,OK,0.0440760776400566,0.0263015795499086,0.0191365424543619
270,100,15,hf100_lfx15,BAD,,,
344,100,15,hf100_lfx15,OK,0.0442585684359073,0.0267960783094167,0.0178641341626644
344,100,15,hf100_lfx15,BAD,,,
388,100,15,hf100_lfx15,OK,0.0436849668622016,0.0266858655959367,0.0175774693489074
388,100,15,hf100_lfx15,BAD,,,
250,100,15,hf100_lfx15,OK,0.0438981428742408,0.0267149452120065,0.0177861358970403
250,100,15,hf100_lfx15,BAD,,,
230,100,15,hf100_lfx15,OK,0.0437149554491043,0.026768097653985,0.0168119296431541
230,100,15,hf100_lfx15,BAD,,,
322,100,15,hf100_lfx15,OK,0.0439098812639713,0.0265773870050907,0.0174334328621625
322,100,15,hf100_lfx15,BAD,,,
290,100,15,hf100_lfx15,OK,0.0440068058669567,0.026799026876688,0.0187440887093544
290,100,15,hf100_lfx15,BAD,,,
200,100,15,hf100_lfx15,OK,0.0439735502004623,0.026712654158473,0.0194463822990655
200,100,15,hf100_lfx15,BAD,,,
333,100,15,hf100_lfx15,OK,0.0439919270575046,0.0265800300985574,0.0175040606409311
333,100,15,hf100_lfx15,BAD,,,
366,400,15,hf400_lfx15,OK,0.0267202239483594,0.0199302602559328,0.0139975668862462
366,400,15,hf400_lfx15,BAD,,,
300,400,15,hf400_lfx15,OK,0.0268869865685701,0.0198590885847806,0.0146278226748108
300,400,15,hf400_lfx15,BAD,,,
210,400,15,hf400_lfx15,OK,0.0268115624785423,0.0201186835765838,0.0123483734205365
